"","AGEP","RACAIAN","RACASN","RACBLK","RACSOR","RACWHT","ESR_label","SCHL_label","WAGP","YOEP","CITWP","years_to_nat"
"317",61,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",0,1985,1991,6
"318",51,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",56000,1976,1986,10
"319",82,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1976,1983,7
"320",49,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",0,1983,2000,17
"321",48,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",168000,1978,1990,12
"322",60,"0","0","0","0","1","Not in labor force","Grade 6",0,1974,1986,12
"323",46,"0","1","0","0","0","Not in labor force","Doctorate degree",0,1989,2014,25
"324",62,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",80000,1980,1988,8
"325",46,"0","1","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",565000,1975,1991,16
"326",72,"0","0","0","1","1","Civilian employed, at work","Grade 4",18000,1946,1996,50
"327",53,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1978,1994,16
"328",66,"0","0","0","0","1","Not in labor force","No schooling completed",0,1971,2008,37
"329",58,"0","0","0","1","0","Civilian employed, at work","Grade 6",5000,1978,2003,25
"330",74,"0","0","0","0","1","Not in labor force","No schooling completed",0,1964,1968,4
"331",89,"0","0","0","0","1","Not in labor force","Grade 7",0,1970,1998,28
"332",34,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",25000,1991,1992,1
"333",83,"0","0","0","1","0","Not in labor force","Bachelor's degree",0,1962,1987,25
"334",44,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",75000,1979,2000,21
"335",44,"0","0","0","0","1","Civilian employed, at work","Master's degree",125000,1988,1996,8
"336",58,"0","0","0","1","0","Not in labor force","No schooling completed",0,1988,2008,20
"337",50,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",74000,1985,1995,10
"338",65,"0","0","0","0","1","Civilian employed, at work","Master's degree",150000,1956,1996,40
"339",44,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",86000,1980,1993,13
"340",94,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1974,1987,13
"341",63,"0","0","0","0","1","Not in labor force","No schooling completed",0,1984,2000,16
"342",58,"0","0","0","0","1","Civilian employed, at work","Grade 10",40000,1990,2000,10
"343",54,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",24700,2001,2007,6
"344",44,"0","1","0","0","0","Civilian employed, at work","Grade 10",0,2011,2018,7
"345",62,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1980,1989,9
"346",62,"0","0","0","1","0","Civilian employed, at work","Grade 3",36000,1984,1998,14
"347",82,"0","0","1","0","0","Not in labor force","No schooling completed",0,1971,2008,37
"348",59,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",30000,1990,1997,7
"349",35,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1986,2009,23
"350",30,"0","0","0","1","0","Civilian employed, at work","No schooling completed",0,1991,2005,14
"351",56,"0","0","0","0","1","Unemployed","1 or more years of college credit, no degree",0,1987,1999,12
"352",84,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",0,1965,1976,11
"353",58,"0","0","0","1","0","Civilian employed, at work","Grade 8",41600,1979,1999,20
"354",42,"0","1","0","0","0","Civilian employed, with a job but not at work","Doctorate degree",20000,1994,2010,16
"355",51,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",60000,1991,1996,5
"356",44,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",28200,1983,1990,7
"357",43,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",60000,1975,1995,20
"358",63,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",35000,1992,1996,4
"359",34,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",23000,1984,2001,17
"360",64,"0","1","0","0","0","Not in labor force","Some college, but less than 1 year",0,1979,1984,5
"361",63,"0","1","0","1","0","Civilian employed, at work","Regular high school diploma",12500,1974,1981,7
"362",42,"0","0","1","0","0","Civilian employed, at work","Associate's degree",28000,1995,2000,5
"363",74,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1991,2006,15
"364",55,"0","0","0","1","0","Civilian employed, at work","Grade 3",47000,1981,1999,18
"365",36,"0","1","0","0","0","Unemployed","1 or more years of college credit, no degree",52000,1989,1998,9
"366",63,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1995,2003,8
"367",59,"0","0","0","0","1","Not in labor force","Master's degree",0,2000,2014,14
"368",59,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",70000,1987,2005,18
"369",75,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1961,1980,19
"370",64,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1986,2017,31
"371",65,"0","0","0","1","0","Not in labor force","Some college, but less than 1 year",0,2005,2010,5
"372",80,"0","1","0","0","1","Not in labor force","Associate's degree",0,1956,1961,5
"373",49,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",23500,2007,2015,8
"374",94,"0","1","0","0","0","Not in labor force","Some college, but less than 1 year",0,1994,2000,6
"375",33,"0","1","0","0","0","Civilian employed, at work","Master's degree",150000,1988,2003,15
"376",60,"0","1","0","0","0","Civilian employed, at work","Associate's degree",70000,1986,2000,14
"377",61,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1990,2017,27
"378",82,"0","0","0","0","1","Not in labor force","Professional degree beyond a bachelor's degree",0,1935,1950,15
"379",57,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",0,1995,2004,9
"380",49,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",240000,1999,2010,11
"381",39,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",0,1983,2000,17
"382",64,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1973,1978,5
"383",53,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",175000,1991,2001,10
"384",60,"0","0","0","0","1","Civilian employed, with a job but not at work","No schooling completed",0,1978,1996,18
"385",51,"0","1","0","0","0","Civilian employed, at work","Grade 11",8700,1985,2008,23
"386",42,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",115000,1985,1994,9
"387",44,"0","0","0","1","0","Civilian employed, at work","12th grade - no diploma",43000,1995,2000,5
"388",48,"0","1","0","0","0","Civilian employed, with a job but not at work","12th grade - no diploma",0,1982,1992,10
"389",49,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",30000,1990,2002,12
"390",34,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",565000,2007,2012,5
"391",76,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,2008,2015,7
"392",62,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",165000,1983,1995,12
"393",51,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",16000,1995,2000,5
"394",51,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,1989,1998,9
"395",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",60000,1996,2000,4
"396",83,"0","0","0","0","1","Not in labor force","No schooling completed",0,1956,1978,22
"397",68,"0","0","0","1","0","Not in labor force","Grade 6",0,1972,2000,28
"398",52,"0","1","0","0","0","Civilian employed, at work","Associate's degree",75000,1975,1994,19
"399",74,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1985,1998,13
"400",68,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",75000,1992,2011,19
"401",94,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1969,1979,10
"402",44,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",16000,2001,2013,12
"403",31,"0","0","0","1","0","Not in labor force","12th grade - no diploma",0,1988,2005,17
"404",62,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",0,1997,2003,6
"405",54,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",20000,2001,2010,9
"406",69,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,2011,2016,5
"407",58,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",8800,2011,2015,4
"408",61,"0","1","0","0","0","Not in labor force","Master's degree",270000,1976,1989,13
"409",57,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",151000,1975,1980,5
"410",58,"0","0","0","0","1","Civilian employed, at work","No schooling completed",40000,1985,2008,23
"411",72,"0","1","0","0","0","Not in labor force","Professional degree beyond a bachelor's degree",0,1995,1998,3
"412",52,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",37000,1987,2009,22
"413",51,"0","0","0","0","1","Civilian employed, at work","Associate's degree",108000,1987,1998,11
"414",54,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",21000,1980,1999,19
"415",82,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1992,1999,7
"416",57,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",40000,1960,2009,49
"417",54,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",58000,1984,2004,20
"418",44,"0","0","0","0","1","Civilian employed, at work","Associate's degree",15000,2000,2005,5
"419",83,"0","0","0","1","0","Not in labor force","Associate's degree",0,1963,1992,29
"420",56,"0","0","0","0","1","Civilian employed, at work","Master's degree",55000,1992,2001,9
"421",79,"0","1","0","0","0","Not in labor force","Grade 9",0,1984,1985,1
"422",53,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",0,2002,2013,11
"423",54,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",2000,1991,2008,17
"424",51,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",40000,1978,1997,19
"425",46,"0","0","0","1","0","Not in labor force","Grade 8",0,1992,2005,13
"426",21,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",6900,1997,2007,10
"427",51,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1981,2000,19
"428",57,"0","1","0","0","1","Civilian employed, at work","Bachelor's degree",140000,1979,1990,11
"429",94,"0","1","0","0","0","Not in labor force","Grade 11",0,1978,1983,5
"430",59,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1975,1988,13
"431",73,"0","1","0","0","1","Civilian employed, at work","Regular high school diploma",60000,1996,2004,8
"432",50,"0","1","0","0","0","Unemployed","Bachelor's degree",0,1985,2003,18
"433",52,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",70000,1979,1984,5
"434",71,"0","1","0","0","0","Not in labor force","Grade 2",0,2003,2010,7
"435",54,"0","1","0","0","0","Civilian employed, at work","Master's degree",75000,2003,2017,14
"436",51,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1969,2017,48
"437",79,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",0,1964,1970,6
"438",38,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",60000,1981,2000,19
"439",60,"0","0","0","0","1","Civilian employed, at work","Grade 4",0,1978,1998,20
"440",26,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",3000,1992,1993,1
"441",57,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",46000,1970,2013,43
"442",62,"0","0","0","1","0","Not in labor force","Grade 6",0,1965,2005,40
"443",41,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",90000,1981,1985,4
"444",51,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1996,2002,6
"445",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",88000,2009,2018,9
"446",59,"0","0","0","0","1","Not in labor force","Associate's degree",0,1978,1994,16
"447",35,"0","1","0","0","0","Civilian employed, at work","Master's degree",60000,2007,2010,3
"448",73,"0","1","0","0","0","Not in labor force","No schooling completed",0,1986,2008,22
"449",75,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1993,2000,7
"450",69,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",5000,1993,2000,7
"451",35,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,2000,2008,8
"452",43,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",30000,1981,2003,22
"453",64,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1988,2000,12
"454",37,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",33000,1988,2000,12
"455",73,"0","0","0","0","1","Not in labor force","Associate's degree",0,1978,1982,4
"456",48,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",130000,2004,2011,7
"457",71,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1979,1992,13
"458",60,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",0,1962,1965,3
"459",45,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",12000,1990,1994,4
"460",79,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1956,1974,18
"461",55,"0","1","0","0","0","Civilian employed, at work","Associate's degree",58000,1980,1987,7
"462",56,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",2e+05,1984,1989,5
"463",58,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1979,1991,12
"464",55,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",87000,1984,1991,7
"465",52,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",45000,1998,2003,5
"466",45,"0","0","0","1","0","Civilian employed, at work","No schooling completed",22000,1990,2013,23
